uid,src_ip,dst_ip,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,payload_bytes_per_second,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic_direction,attack,attack_type,timestamp
a_CiWrRY2toTx1A3raa7,192.168.100.104,192.168.100.218,http,0.045796,6.0,4.0,1.0,1.0,131.016045,87.34403,218.360075,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,17163.101925,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-08-13 15:39:14
a_CBu4Q7MbLrYXlmPoi,192.168.100.23,192.168.100.218,http,0.002278,6.0,4.0,1.0,1.0,2634.061545,1756.04103,4390.102575,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,324867.590538,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-08-10 10:11:03
C2hSBu1wC1RhPGawqb,192.168.100.23,192.168.100.218,http,3.250087999,58.0,59.0,23.0,39.0,17.845671,18.153355,35.999026,1.017241,1864.0,32.0,40.0,1896.0,32.0,40.0,2.0,2.0,0.0,23.0,39.0,116.0,0.0,0.0,0.0,0.0,55985.561412,64896.0,64320.0,1241.0,502.0,client->server,attack,ssrf_http,2023-09-09 20:05:32
C64zBz10zBkScA3WVa,192.168.100.99,192.168.100.218,http,3.12992,45.0,47.0,21.0,30.0,14.377364,15.016358,29.393722,1.044444,1448.0,32.0,40.0,1512.0,32.0,40.0,2.0,2.0,0.0,21.0,29.0,91.0,0.0,0.0,0.0,0.0,23361.619423,64896.0,64320.0,732.0,502.0,client->server,attack,ssrf_http,2023-09-09 21:12:34
CgrW8i3S78pEZVesK6,192.168.100.104,192.168.100.218,http,2.525240999,39.0,39.0,15.0,24.0,15.444071,15.444071,30.888142,1.0,1256.0,32.0,40.0,1256.0,32.0,40.0,2.0,2.0,0.0,15.0,24.0,77.0,0.0,0.0,0.0,0.0,61849.544776,64896.0,64320.0,2142.0,502.0,client->server,attack,ssrf_http,2023-09-06 17:54:17
Cx8QTy1jbEBbvKFt24,192.168.100.99,192.168.100.218,http,2.806188,42.0,39.0,20.0,27.0,14.966923,13.897857,28.864779,0.928571,1352.0,32.0,40.0,1256.0,32.0,40.0,2.0,2.0,0.0,20.0,26.0,80.0,0.0,0.0,0.0,0.0,28296.748823,64896.0,64320.0,741.0,502.0,client->server,attack,ssrf_http,2023-09-10 04:10:58
a_CdXXS523ooF1axlSb4,192.168.100.49,192.168.100.218,http,3.032636,29.0,22.0,13.0,15.0,9.562637,7.254415,16.817052,0.758621,936.0,32.0,40.0,712.0,32.0,40.0,2.0,2.0,0.0,13.0,15.0,50.0,0.0,0.0,0.0,0.0,17595.582551,64896.0,64320.0,538.0,502.0,client->server,attack,ssrf_http,2023-07-10 03:21:18
a_C4Lu7M3BGiYvjTpOde,192.168.100.23,192.168.100.218,http,3.969071,124.0,144.0,31.0,122.0,31.241566,36.280529,67.522095,1.16129,3988.0,32.0,44.0,4616.0,32.0,40.0,2.0,2.0,0.0,31.0,121.0,267.0,0.0,0.0,0.0,0.0,161315.324375,64896.0,64320.0,3920.0,502.0,client->server,attack,ssrf_http,2023-07-08 23:57:53
CRMuaX1X3ylGFa4P43,192.168.100.23,192.168.100.218,http,3.306493,80.0,95.0,14.0,84.0,24.194821,28.731349,52.92617,1.1875,2568.0,32.0,40.0,3048.0,32.0,40.0,2.0,2.0,0.0,14.0,83.0,174.0,0.0,0.0,0.0,0.0,134890.056092,64896.0,64320.0,1548.0,502.0,client->server,attack,ssrf_http,2023-09-09 18:40:05
a_C6KEMy25ObGONbCncb,192.168.100.115,192.168.100.218,http,9.2133,31.0,35.0,14.0,22.0,3.364701,3.798856,7.163557,1.129032,1000.0,32.0,40.0,1128.0,32.0,40.0,2.0,2.0,0.0,14.0,22.0,65.0,0.0,0.0,0.0,0.0,8468.735425,64896.0,64320.0,677.0,502.0,client->server,attack,ssrf_http,2023-08-16 01:52:24
a_CmqJOs4ol5DyZIRmCg,192.168.100.115,192.168.100.218,http,3.03049,61.0,61.0,16.0,47.0,20.128757,20.128757,40.257514,1.0,1960.0,32.0,40.0,1960.0,32.0,40.0,2.0,2.0,0.0,16.0,47.0,121.0,0.0,0.0,0.0,0.0,73421.12604,64896.0,64320.0,1484.0,502.0,client->server,attack,ssrf_http,2023-07-17 16:07:03
CNB5Oc13uvAVNdTgdb,192.168.100.49,192.168.100.218,http,3.695162,26.0,23.0,7.0,15.0,7.036227,6.224355,13.260582,0.884615,840.0,32.0,40.0,744.0,32.0,40.0,2.0,2.0,0.0,7.0,15.0,48.0,0.0,0.0,0.0,0.0,11229.277458,64896.0,64320.0,523.0,502.0,client->server,attack,ssrf_http,2023-09-07 18:38:43
a_CMezAvpxGFHc13qn,192.168.100.49,192.168.100.218,http,3.779118,28.0,29.0,14.0,15.0,7.409136,7.673748,15.082884,1.035714,904.0,32.0,40.0,936.0,32.0,40.0,2.0,2.0,0.0,14.0,15.0,56.0,0.0,0.0,0.0,0.0,5433.013647,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_http,2023-07-10 19:18:09
a_CJtHFnou8fnAISDib,192.168.100.23,192.168.100.218,http,0.002853,6.0,4.0,1.0,1.0,2103.110814,1402.073876,3505.18469,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,263940.407154,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-08-10 09:38:27
CpXsOtnjAdALg7I9,192.168.100.49,192.168.100.218,http,3.346316,63.0,61.0,30.0,40.0,18.826675,18.229002,37.055677,0.968254,2024.0,32.0,40.0,1960.0,32.0,40.0,2.0,2.0,0.0,30.0,40.0,123.0,0.0,0.0,0.0,0.0,37519.769569,64896.0,64320.0,951.0,502.0,client->server,attack,ssrf_http,2023-09-07 06:45:44
C1mnak2eggbTQGdMRi,192.168.100.104,192.168.100.218,http,2.7071,28.0,28.0,13.0,14.0,10.343172,10.343172,20.686344,1.0,904.0,32.0,40.0,904.0,32.0,40.0,2.0,2.0,0.0,13.0,14.0,55.0,0.0,0.0,0.0,0.0,14939.973136,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_http,2023-09-10 05:04:03
CPtt9E4EuT7Wvs04D6,192.168.100.49,192.168.100.218,http,0.011381,6.0,4.0,1.0,1.0,527.198575,351.465717,878.664292,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,61506.500471,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-09-10 07:16:56
CPraBk49zsKzGOZlPd,192.168.100.31,192.168.100.218,http,0.051472,6.0,4.0,1.0,1.0,116.568348,77.712232,194.280579,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,34271.094201,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-09-10 04:53:45
a_COg0e84utXyE3YgcMd,192.168.100.23,192.168.100.218,http,4.11698,40.0,42.0,17.0,25.0,9.71586,10.201652,19.917512,1.05,1288.0,32.0,40.0,1352.0,32.0,40.0,2.0,2.0,0.0,17.0,24.0,81.0,0.0,0.0,0.0,0.0,18732.662918,64896.0,64320.0,753.0,502.0,client->server,attack,ssrf_http,2023-07-08 22:31:31
Cw5mQW32N1R2MOeQB6,192.168.100.23,192.168.100.218,http,2.535335,51.0,50.0,17.0,36.0,20.115686,19.721261,39.836947,0.980392,1640.0,32.0,40.0,1608.0,32.0,40.0,2.0,2.0,0.0,17.0,35.0,100.0,0.0,0.0,0.0,0.0,88195.451642,64896.0,64320.0,3106.0,502.0,client->server,attack,ssrf_http,2023-09-06 19:48:11
a_CpL7mA4UXiFMsu8XF8,192.168.100.115,192.168.100.218,http,2.16233,53.0,50.0,10.0,41.0,24.510596,23.123203,47.633799,0.943396,1704.0,32.0,40.0,1608.0,32.0,40.0,2.0,2.0,0.0,10.0,41.0,102.0,0.0,0.0,0.0,0.0,78682.711774,64896.0,64320.0,1020.0,502.0,client->server,attack,ssrf_http,2023-07-17 19:40:18
CSwo4e2PWD3JKkwmz1,192.168.100.31,192.168.100.218,http,3.004097,40.0,40.0,15.0,29.0,13.315149,13.315149,26.630299,1.0,1288.0,32.0,40.0,1288.0,32.0,40.0,2.0,2.0,0.0,15.0,29.0,79.0,0.0,0.0,0.0,0.0,45537.81076,64896.0,64320.0,1063.0,502.0,client->server,attack,ssrf_http,2023-09-08 00:50:58
CSE4cA1Y3HF6Fsqk6d,192.168.100.104,192.168.100.218,http,2.471749,20.0,19.0,7.0,11.0,8.091437,7.686865,15.778302,0.95,648.0,32.0,40.0,616.0,32.0,40.0,2.0,2.0,0.0,7.0,11.0,38.0,0.0,0.0,0.0,0.0,21658.349495,64896.0,64320.0,607.0,502.0,client->server,attack,ssrf_http,2023-09-07 23:04:39
a_CB3RLYjBIWIYS8eg,192.168.100.99,192.168.100.218,http,4.199305,79.0,100.0,19.0,84.0,18.812637,23.813464,42.626101,1.265823,2536.0,32.0,40.0,3208.0,32.0,40.0,2.0,2.0,0.0,19.0,83.0,178.0,0.0,0.0,0.0,0.0,107976.437479,64896.0,64320.0,2020.0,517.0,client->server,attack,ssrf_http,2023-07-11 19:32:39
CcEJi33bHRG1WdxH7h,192.168.100.99,192.168.100.218,http,2.630865,29.0,27.0,9.0,17.0,11.022991,10.262785,21.285776,0.931034,936.0,32.0,40.0,872.0,32.0,40.0,2.0,2.0,0.0,9.0,17.0,55.0,0.0,0.0,0.0,0.0,26806.394015,64896.0,64320.0,638.0,502.0,client->server,attack,ssrf_http,2023-09-07 12:42:22
a_CTSvDe4DhDujGmqv6l,192.168.100.99,192.168.100.218,http,3.692019,36.0,32.0,16.0,18.0,9.750762,8.667344,18.418107,0.888889,1160.0,32.0,40.0,1032.0,32.0,40.0,2.0,2.0,0.0,16.0,18.0,67.0,0.0,0.0,0.0,0.0,16809.231003,64896.0,64320.0,539.0,569.0,client->server,attack,ssrf_http,2023-07-11 16:57:16
CvJNvi1uiga5xc8KM9,192.168.100.49,192.168.100.218,http,0.171852,18.0,20.0,3.0,15.0,104.741366,116.379296,221.120662,1.111111,584.0,32.0,40.0,648.0,32.0,40.0,2.0,2.0,0.0,3.0,15.0,37.0,0.0,0.0,0.0,0.0,588314.79693,64896.0,64320.0,605.0,502.0,client->server,attack,ssrf_http,2023-09-09 15:22:20
Cmnr741q8DvmOHSRl,192.168.100.49,192.168.100.218,http,2.054438,40.0,48.0,19.0,31.0,19.470046,23.364055,42.834101,1.2,1288.0,32.0,40.0,1544.0,32.0,40.0,2.0,2.0,0.0,19.0,31.0,87.0,0.0,0.0,0.0,0.0,60736.321829,64896.0,64320.0,649.0,502.0,client->server,attack,ssrf_http,2023-09-08 06:38:08
a_CSWXSf3Mc0Xx9mOwlc,192.168.100.31,192.168.100.218,http,2.62653,42.0,37.0,13.0,29.0,15.99068,14.087028,30.077708,0.880952,1352.0,32.0,40.0,1192.0,32.0,40.0,2.0,2.0,0.0,13.0,29.0,78.0,0.0,0.0,0.0,0.0,79631.683405,64896.0,64320.0,3075.0,502.0,client->server,attack,ssrf_http,2023-07-16 01:47:15
CUsLKn4hWRst4XGIO,192.168.100.99,192.168.100.218,http,2.179827,60.0,59.0,19.0,42.0,27.52512,27.066368,54.591489,0.983333,1928.0,32.0,40.0,1896.0,32.0,40.0,2.0,2.0,0.0,19.0,40.0,118.0,0.0,0.0,0.0,0.0,122807.912319,64896.0,64320.0,3132.0,502.0,client->server,attack,ssrf_http,2023-09-07 12:42:23
CEj8sVi1T3P3H9mFl,192.168.100.99,192.168.100.218,http,0.024845,6.0,4.0,1.0,1.0,241.498402,160.998935,402.497337,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,29623.804005,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-09-10 00:19:49
C26f6r3F9y95ziZjD5,192.168.100.31,172.67.189.152,,0.766832,9.0,9.0,9.0,9.0,11.736601,11.736601,23.473203,1.0,72.0,8.0,8.0,72.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10366.027105,0.0,0.0,0.0,0.0,client->internet,attack,ssrf_http,2023-09-08 11:06:33
Cfg5zy3QEDUMprJRj9,192.168.100.49,192.168.100.218,http,0.00202,6.0,4.0,1.0,1.0,2970.470255,1980.313503,4950.783758,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,347049.941454,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-09-07 20:07:54
a_Cb3Nma1SEcIGZXvMCa,192.168.100.99,192.168.100.218,http,2.223689,47.0,43.0,6.0,38.0,21.136048,19.337236,40.473284,0.914894,1512.0,32.0,40.0,1384.0,32.0,40.0,2.0,2.0,0.0,6.0,36.0,89.0,0.0,0.0,0.0,0.0,71166.424063,64896.0,64320.0,1114.0,502.0,client->server,attack,ssrf_http,2023-07-11 15:07:19
CIt7vXZ4zlxcZUD8,192.168.100.31,192.168.100.218,http,2.642001,27.0,24.0,7.0,16.0,10.219526,9.084023,19.303549,0.888889,872.0,32.0,40.0,776.0,32.0,40.0,2.0,2.0,0.0,7.0,16.0,50.0,0.0,0.0,0.0,0.0,46460.615623,64896.0,64320.0,1722.0,502.0,client->server,attack,ssrf_http,2023-09-08 07:31:47
C3R83vyKcw0SvE7h,192.168.100.23,192.168.100.218,http,2.861185,45.0,44.0,19.0,29.0,15.727749,15.378243,31.105992,0.977778,1448.0,32.0,40.0,1416.0,32.0,40.0,2.0,2.0,0.0,19.0,29.0,88.0,0.0,0.0,0.0,0.0,53471.899248,64896.0,64320.0,1560.0,637.0,client->server,attack,ssrf_http,2023-09-07 08:38:09
a_Cs8Ta17xVCVekPgEa,192.168.100.99,192.168.100.218,http,2.768392,28.0,24.0,12.0,16.0,10.114174,8.669292,18.783466,0.857143,904.0,32.0,40.0,776.0,32.0,40.0,2.0,2.0,0.0,12.0,15.0,51.0,0.0,0.0,0.0,0.0,19488.207712,64896.0,64320.0,601.0,502.0,client->server,attack,ssrf_http,2023-07-11 04:07:57
CcCbY63L3bwRr2b9U7,192.168.100.99,192.168.100.218,http,2.822983,63.0,66.0,24.0,45.0,22.316819,23.379524,45.696343,1.047619,2024.0,32.0,40.0,2120.0,32.0,40.0,2.0,2.0,0.0,24.0,44.0,128.0,0.0,0.0,0.0,0.0,65082.219154,64896.0,64320.0,1443.0,502.0,client->server,attack,ssrf_http,2023-09-10 04:10:58
CTNwaw3PlGkkv9liwf,192.168.100.23,192.168.100.218,http,3.597711,84.0,75.0,23.0,62.0,23.34818,20.846589,44.194769,0.892857,2696.0,32.0,40.0,2408.0,32.0,40.0,2.0,2.0,0.0,23.0,62.0,158.0,0.0,0.0,0.0,0.0,104171.517904,64896.0,64320.0,4940.0,502.0,client->server,attack,ssrf_http,2023-09-08 01:33:17
C0Y1zp2kgN88yJjWnd,192.168.100.31,192.168.100.218,http,2.814377,36.0,38.0,15.0,23.0,12.791463,13.5021,26.293563,1.055556,1160.0,32.0,40.0,1224.0,32.0,40.0,2.0,2.0,0.0,15.0,23.0,73.0,0.0,0.0,0.0,0.0,26418.634804,64896.0,64320.0,670.0,502.0,client->server,attack,ssrf_http,2023-09-06 23:43:51
CkUlaV3EtSaDL30G7e,192.168.100.115,192.168.100.218,http,3.487693,92.0,121.0,17.0,108.0,26.37847,34.693422,61.071892,1.315217,2952.0,32.0,40.0,3880.0,32.0,40.0,2.0,2.0,0.0,17.0,106.0,212.0,0.0,0.0,0.0,0.0,157580.390913,64896.0,64320.0,2093.0,502.0,client->server,attack,ssrf_http,2023-09-07 23:02:27
CDVFEC1CBhQARohxfi,192.168.100.49,192.168.100.218,http,3.003861,51.0,47.0,19.0,32.0,16.978149,15.64653,32.624679,0.921569,1640.0,32.0,40.0,1512.0,32.0,40.0,2.0,2.0,0.0,19.0,32.0,97.0,0.0,0.0,0.0,0.0,46959.230912,64896.0,64320.0,1674.0,502.0,client->server,attack,ssrf_http,2023-09-09 15:24:15
CNLxlQ2i6s3BorRbec,192.168.100.49,192.168.100.218,http,2.947427,62.0,70.0,21.0,58.0,21.035296,23.749528,44.784824,1.129032,1992.0,32.0,40.0,2248.0,32.0,40.0,2.0,2.0,0.0,21.0,58.0,131.0,0.0,0.0,0.0,0.0,122314.139008,64896.0,64320.0,1918.0,502.0,client->server,attack,ssrf_http,2023-09-10 07:16:20
Cpwxl13hkxbTqRrsQ1,192.168.100.49,192.168.100.218,http,0.036772,6.0,4.0,1.0,1.0,163.167571,108.778381,271.945952,0.666667,200.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,50473.168673,64896.0,64320.0,506.0,502.0,client->server,attack,ssrf_http,2023-09-07 04:00:19
CpJK4B4JOLhHu2dDnj,192.168.100.104,192.168.100.218,http,2.62491,42.0,40.0,16.0,25.0,16.000549,15.238618,31.239168,0.952381,1352.0,32.0,40.0,1288.0,32.0,40.0,2.0,2.0,0.0,16.0,25.0,81.0,0.0,0.0,0.0,0.0,54281.86362,64896.0,64320.0,1948.0,502.0,client->server,attack,ssrf_http,2023-09-06 19:30:05
CaCq3Z23WAnHr48yN1,192.168.100.49,192.168.100.218,http,3.295761,48.0,50.0,13.0,39.0,14.564163,15.171004,29.735167,1.041667,1544.0,32.0,40.0,1608.0,32.0,40.0,2.0,2.0,0.0,13.0,39.0,97.0,0.0,0.0,0.0,0.0,62090.366405,64896.0,64320.0,2449.0,502.0,client->server,attack,ssrf_http,2023-09-09 17:06:12
CqB70y2CR9SLImDSi,192.168.100.115,192.168.100.218,http,0.310984,9.0,6.0,3.0,2.0,28.940405,19.293604,48.234009,0.666667,296.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,13396.192054,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_http,2023-09-09 23:56:04
a_C52g3A4FHUcyfVjiki,192.168.100.49,192.168.100.218,http,3.521011,62.0,58.0,18.0,44.0,17.60858,16.472542,34.081122,0.935484,1992.0,32.0,40.0,1864.0,32.0,40.0,2.0,2.0,0.0,18.0,44.0,119.0,0.0,0.0,0.0,0.0,49723.504465,64896.0,64320.0,2071.0,502.0,client->server,attack,ssrf_http,2023-07-10 14:43:27
CAbIey4cwNwh3hLYv7,192.168.100.31,192.168.100.218,http,2.956964,62.0,60.0,28.0,37.0,20.967452,20.291082,41.258534,0.967742,1992.0,32.0,40.0,1928.0,32.0,40.0,2.0,2.0,0.0,28.0,37.0,121.0,0.0,0.0,0.0,0.0,59987.540952,64896.0,64320.0,2371.0,502.0,client->server,attack,ssrf_http,2023-09-07 01:22:36
CX9U6uHnagXYGyxs5,192.168.100.104,192.168.100.218,http,0.209919,8.0,6.0,2.0,2.0,38.109942,28.582457,66.692399,0.75,264.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,26796.05299,64896.0,64320.0,502.0,502.0,client->server,attack,ssrf_http,2023-09-07 08:11:30
